prompt,completion
"맞아요! 그거 좀 바꿔야 하는데, 오후에 혹시 몇 시까지 진료하나요?","저희는 오후 6시 30분까지 진료합니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
5시 10분으로 바꿔주세요.,"네, 그렇게 처리해드렸습니다."
"여보세요? 제가 오늘 예약을 했는데, 시간을 잘못 잡은 것 같아서요.","네, 성함과 예약 시간 알려주시겠어요?"
홍길동인데... 오전 예약이었어요. 근데 회사 때문에 안 될 것 같아요.,"네, 고객님. 오전 몇 시 예약이었는지 기억하시나요?"
아마 11시였을 거예요.,"네, 확인되었습니다. 오전 11시 진료가 맞습니다. 오후에 가능한 시간으로 변경해드릴까요?"
"네, 바꿔주세요. 가장 빠른 시간으로요.","네, 오후 2시 30분 진료가 가장 빠릅니다."
"네, 그걸로 할게요.","네, 그렇게 변경해드렸습니다."
"안녕하세요, 저 진료 예약 변경 좀 하고 싶은데요.","네, 고객님. 예약 내역 확인을 위해 성함과 예약 시간을 알려주세요."
홍길동이요. 제가 지난달에 예약했는데... 오늘인지는 모르겠어요.,"네, 고객님. 오늘 날짜로 예약이 있으신지 찾아봐드릴게요. 혹시 내과 진료가 맞으실까요?"
"네, 맞아요.","네, 오늘 오전 11시 내과 진료가 예약되어 있으십니다. 변경을 원하시나요?"
네. 오후에 3시나 4시쯤에 가능한가요?,"네, 오후 3시 50분 진료가 가능합니다."
3시 50분으로 변경할게요.,"네, 그렇게 변경해드렸습니다."
"여보세요. 제가 어제 전화해서 오늘 진료 예약 잡았는데, 혹시 예약이 잘 들어간 건지 확인하고 싶어서요.","네, 고객님. 성함과 생년월일을 말씀해주시면 확인해드릴게요."
홍길동이고 951225요.,"네, 확인되었습니다. 오늘 오전 11시 내과 진료로 예약되어 있으십니다."
"아, 네. 맞네요. 그럼 혹시 오후로 바꾸고 싶은데, 가능할까요?","네, 가능합니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
5시 10분으로 변경해주세요.,"네, 그렇게 처리해드렸습니다."
안녕하세요. 홍길동인데요. 저 진료 예약이 돼 있다고 해서 전화했어요.,"네, 고객님. 혹시 어떤 날짜의 예약인지 기억하시나요?"
음... 오늘인 것 같아요.,"네, 오늘 날짜로 홍길동님 예약은 확인되었습니다. 변경을 원하시나요?"
"네, 바꾸고 싶어요. 오후에 빈 시간 있나요?","네, 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 저... 진료 예약을 한 것 같은데, 혹시 지금 바로 가도 될까요?","네, 고객님. 예약 내역 확인을 위해 성함과 원래 예약 시간을 말씀해주시겠어요?"
홍길동인데... 오늘 오전 11시였어요.,"네, 예약 내역은 확인됩니다. 지금 바로 오시면 대기 시간이 길어질 수 있습니다. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간으로 예약해드릴까요?"
3시 50분으로 변경할게요.,"네, 그렇게 처리해드렸습니다."
"안녕하세요. 제가 지난주에 예약하고 갔었는데, 이번주에 다시 오라고 했던 것 같아서요.","네, 고객님. 예약 내역 확인을 위해 성함과 생년월일을 알려주세요."
홍길동이고 95년생이에요.,"네, 확인되었습니다. 오늘 오전 11시 내과 진료가 예약되어 있으십니다. 혹시 시간 변경을 원하시나요?"
"네, 오후로 바꾸고 싶어요. 언제 가능할까요?","네, 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 저 병원 예약이 있었는데요.,"네, 고객님. 성함과 어떤 날짜의 예약인지 알려주시겠어요?"
홍길동이요. 날짜는 정확히 모르겠는데... 오전에 예약했었어요.,"네, 고객님. 오전 몇 시쯤으로 예약하셨는지 기억하시나요?"
11시였나...? 그랬던 것 같아요.,"네, 오늘 오전 11시 예약으로 확인됩니다. 변경을 원하시나요?"
네. 오후로요. 가장 빠른 시간으로요.,"네, 오후 2시 30분이 가장 빠릅니다."
그걸로 할게요.,"네, 그렇게 변경해드렸습니다."
안녕하세요. 제가 오늘 진료를 못 가게 됐는데... 혹시 내일로 바꿔도 될까요?,"네, 고객님. 성함과 오늘 예약 시간을 알려주세요."
홍길동인데... 오늘 몇 시였는지 모르겠어요. 오전이었다는 것만 기억나요.,"네, 확인해드리겠습니다. 오늘 오전 11시 진료가 맞으십니다. 내일로 변경을 원하시나요?"
"네, 내일 오전 10시로 바꿔주세요.","네, 그렇게 변경해드렸습니다."
여보세요. 홍길동인데요. 제가 오늘 진료가 있는 걸 깜빡했어요. 혹시 오후에 갈 수 있는 시간 있나요?,"네, 고객님. 오늘 예약 내역 확인해드릴게요. 몇 시 진료이신가요?"
아마 오전이었던 것 같아요.,"네, 오늘 오전 11시 내과 진료로 예약되어 있으십니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 처리해드렸습니다."
"안녕하세요. 홍길동인데, 오늘 진료를 못 가게 됐어요.","네, 고객님. 예약 내역 확인을 위해 원래 예약 시간을 말씀해주시겠어요?"
오늘인데... 몇 시였는지 모르겠어요. 그냥 오전에 예약했어요.,"네, 오늘 오전 11시 내과 진료로 예약되어 있으십니다. 혹시 오후로 변경을 원하시나요?"
"네, 가능하면 오후로 바꿔주세요.","네, 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요. 제가 오늘 오후 2시 예약이었는데, 시간을 바꾸고 싶어요.","네, 예약 내역 확인해드리겠습니다. 죄송하지만 2시 진료는 예약이 되어 있지 않으십니다. 혹시 다른 시간에 예약하신 내역이 있으실까요?"
어? 아닌가요? 그럼 오늘 예약이 아예 없는 건가요?,오늘 오전 11시 내과 진료로 예약되어 있으십니다. 혹시 오후로 변경을 원하시나요?
네! 오후 3시 50분으로 바꿔주세요.,"네, 그렇게 처리해드렸습니다."
안녕하세요. 홍길동입니다. 제가 오늘 진료를 보려고 하는데... 혹시 오늘 오후에 빈 시간 있나요?,"네, 고객님. 기존에 예약하신 내역을 확인해드리겠습니다. 오늘 몇 시 진료로 예약되어 있으신가요?"
"오전에 예약했었는데, 몇 시였는지 모르겠어요.","네, 오늘 오전 11시 내과 진료로 예약되어 있으십니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요. 제가 전화해서 예약 잡은 것 같은데, 이번주인 것 같아요.","네, 고객님. 혹시 오늘 날짜로 예약이 있으신지 확인해드릴게요."
네.,"네, 오늘 오전 11시 내과 진료로 예약되어 있으십니다. 혹시 시간 변경을 원하시나요?"
"네, 오후로요. 혹시 3시 반이나 4시 반으로 가능한가요?","네, 오후 3시 50분 진료가 가능합니다."
그럼 3시 50분으로 변경할게요.,"네, 그렇게 변경해드렸습니다."
안녕하세요. 홍길동인데... 제가 오늘 오전 11시에 진료 예약했었나?,"네, 예약 내역 확인해드리겠습니다. 네, 오늘 오전 11시 내과 진료로 예약되어 있으십니다."
"아, 맞네요! 그럼 혹시 오후로 바꾸고 싶은데...","네, 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드렸습니다."
여보세요. 제가 오늘 병원 예약을 했는데... 혹시 내일로 바꿀 수 있나요?,"네, 고객님. 성함과 오늘 예약 시간을 말씀해주시겠어요?"
"홍길동이고, 오늘 몇 시였는지 모르겠어요.","네, 확인해드리겠습니다. 오늘 오전 11시 진료가 맞으십니다. 내일로 변경을 원하시나요?"
"네, 내일 오전 10시로 바꿔주세요.","네, 그렇게 변경해드렸습니다."
"안녕하세요, 오늘 진료 시간 좀 오후로 바꾸고 싶은데요. 진료 끝나고 진단서도 받을 수 있을까요?","네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인되었습니다. 오후 진료는 2시 30분, 3시 50분, 5시 10분 가능합니다. 진료 후 진단서는 바로 발급 가능하니 내원 시에 말씀해주세요."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요? 제가 오늘 진료를 못 가서요. 오후로 바꾸고 싶은데, 병원 주차는 어떻게 하나요?","네, 성함과 예약 시간 알려주세요."
"홍길동인데, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인되었습니다. 병원 건물에 주차장이 있으며, 진료 시에 무료 주차권 드립니다. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간으로 변경해드릴까요?"
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 시간을 오후로 바꾸고 싶은데, 혹시 진료비는 카드로 결제할 수 있나요?","네, 예약 내역 확인되었습니다. 카드 결제 가능합니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
경희내과죠? 저 오늘 진료 시간 좀 변경하려구요. 진료 후에 회사에 제출할 서류도 받을 수 있을까요?,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이요.","네, 예약 내역 확인되었습니다. 어떤 서류이신가요? 진료 후 바로 발급해드릴 수 있습니다. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간 말씀해주세요."
진료 확인서요. 3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 시간 좀 변경하고 싶은데, 혹시 이번에 가면 독감주사도 같이 맞을 수 있나요?","네, 예약 내역 확인되었습니다. 독감 예방접종도 가능합니다. 진료 시 의사 선생님께 말씀해주세요. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 시간을 오후로 바꾸고 싶은데, 진료 전에 금식해야 하나요?","네, 예약 내역 확인되었습니다. 특별한 검사가 예정되어 있지 않으시면 금식은 필요 없습니다. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간 말씀해주시겠어요?"
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요? 제가 오늘 진료를 못 가서요. 오후로 바꾸고 싶은데, 전에 먹던 약도 들고 가야 하나요?","네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인되었습니다. 복용 중인 약이 있으시면 약 이름이 적힌 처방전이나 약을 가져와주시는 것이 좋습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후로 바꾸고 싶은데, 제 진료기록도 혹시 볼 수 있나요?","네, 예약 내역 확인되었습니다. 진료 시에 이전 진료 기록은 의사 선생님께서 확인하실 수 있습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후로 변경하고 싶은데, 진료비가 얼마 정도 나오나요?","네, 예약 내역 확인되었습니다. 진료비는 진료 내용에 따라 달라질 수 있어 정확한 금액을 말씀드리기 어렵습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요? 제가 오늘 진료를 못 가게 돼서요. 오후로 바꾸고 싶은데, 병원 내에 휠체어도 빌릴 수 있나요?","네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인되었습니다. 병원 내에 휠체어가 구비되어 있으니 필요하시면 안내 데스크에 말씀해주세요. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데, 혹시 다른 과목 진료도 같이 받을 수 있을까요?","네, 예약 내역 확인되었습니다. 다른 과목 진료도 가능합니다. 진료 시 의사 선생님과 상의해주세요. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 시간 좀 변경하고 싶은데, 진료 후에 처방전 발급까지 얼마나 걸리나요?","네, 예약 내역 확인되었습니다. 진료와 처방전 발급까지는 15분 내외로 소요됩니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후로 바꾸고 싶은데, 혹시 이번에 가면 전에 했던 피검사 결과도 같이 볼 수 있나요?","네, 예약 내역 확인되었습니다. 이전에 하셨던 검사 결과는 시스템에 남아 있어 확인 가능합니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요? 제가 오늘 진료를 못 가서요. 오후로 바꾸고 싶은데, 보험 청구용 영수증도 같이 받을 수 있을까요?","네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인되었습니다. 진료 후 영수증은 보험 청구용으로 발급해드릴 수 있습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 시간을 오후로 바꾸고 싶은데, 진료 후에 바로 다음 예약을 잡을 수도 있나요?","네, 예약 내역 확인되었습니다. 진료 후에 접수 데스크에서 다음 예약을 도와드리고 있습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데, 혹시 마스크는 꼭 쓰고 가야 하나요?","네, 예약 내역 확인되었습니다. 마스크는 자율적으로 착용하시면 됩니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데, 병원 내에 약국도 있나요?","네, 예약 내역 확인되었습니다. 저희 병원 바로 옆 건물에 제휴 약국이 있습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요? 제가 오늘 진료를 못 가서요. 오후로 바꾸고 싶은데, 병원 내 화장실은 어디에 있나요?","네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인되었습니다. 화장실은 진료실 옆에 있습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후로 바꾸고 싶은데, 진료 대기 시간은 얼마나 되나요?","네, 예약 내역 확인되었습니다. 예약 시간에 맞춰 오시면 대기 시간은 길지 않습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데, 진료 시에 보호자가 같이 들어가도 괜찮나요?","네, 예약 내역 확인되었습니다. 보호자 동반 진료 가능합니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후로 바꾸고 싶은데, 혹시 오늘 가면 다른 의사 선생님께 진료받게 되나요?","네, 예약 내역 확인되었습니다. 오늘 다른 선생님도 진료 가능하십니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 시간을 오후로 바꾸고 싶은데, 진료 후에 어떤 주사를 맞아야 하는지 알려주실 수 있나요?","네, 예약 내역 확인되었습니다. 주사 여부는 진료 후에 의사 선생님께서 결정하십니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후로 바꾸고 싶은데, 혹시 다른 병원에서 받은 서류도 가져가야 하나요?","네, 예약 내역 확인되었습니다. 다른 병원에서 받으신 진료 기록이나 소견서가 있으시면 가져와주시는 것이 좋습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데, 진료 후 약 처방까지 받으려면 총 얼마나 걸릴까요?","네, 예약 내역 확인되었습니다. 진료와 처방전 발급까지는 15분 내외로 소요됩니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후로 바꾸고 싶은데, 오늘 가면 검사를 바로 할 수 있나요?","네, 예약 내역 확인되었습니다. 어떤 검사이신지 말씀해주시면 안내해드릴 수 있습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
"피검사요. 네, 3시 50분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데, 진료 후에 따로 비용이 발생하는 것이 있나요?","네, 예약 내역 확인되었습니다. 진료 외에 추가적인 검사나 처치에 따라 비용이 발생할 수 있습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데, 진료 후에 회사에 제출할 소견서도 받을 수 있을까요?","네, 예약 내역 확인되었습니다. 소견서는 진료 내용에 따라 발급 가능합니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데, 진료 후에 바로 건강검진도 받을 수 있나요?","네, 예약 내역 확인되었습니다. 건강검진은 별도 예약이 필요합니다. 오늘은 진료만 가능하며, 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
그럼 3시 50분으로 진료만 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데, 진료 후에 진단서 발급 비용이 따로 있나요?","네, 예약 내역 확인되었습니다. 진단서 발급 비용은 별도로 발생합니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데, 혹시 병원 엘리베이터도 있나요?","네, 예약 내역 확인되었습니다. 병원 건물에 엘리베이터가 있습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후로 바꾸고 싶은데, 혹시 이번에 가면 이전과 같은 의사 선생님께 진료받을 수 있나요?","네, 예약 내역 확인되었습니다. 그 시간대에 해당 선생님 진료가 가능합니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요, 경희내과죠? 저 오늘 진료 시간 좀 변경하고 싶어서요. 오후에 가능한 시간대가 있을까요?","네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역은 확인됩니다. 오후 2시, 2시 30분, 3시 진료가 가능합니다."
2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가게 돼서요. 혹시 늦은 오후에 빈 시간 있나요?,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이에요.","네, 예약 내역은 확인됩니다. 오후 4시 30분, 5시, 5시 30분 진료가 가능합니다."
5시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후에 혹시 2시쯤에 가능한가요?,"네, 예약 내역 확인되었습니다. 죄송하지만 2시는 마감되었습니다. 오후 2시 30분, 3시 30분 진료가 가능합니다."
2시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
경희내과죠? 저 오늘 진료 시간 좀 변경하려구요. 오후 3시쯤으로 바꾸고 싶은데요.,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이요.","네, 예약 내역 확인됩니다. 죄송하지만 3시는 마감되었습니다. 오후 3시 30분, 4시, 4시 30분 진료가 가능합니다."
4시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 지금 바로 갈 수 있나요?","네, 예약 내역은 확인됩니다. 지금은 대기 시간이 깁니다. 오후 1시 30분, 2시 30분, 4시 30분 진료는 가능합니다."
4시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 갑자기 급한 일이 생겨서요, 혹시 오늘 오후에 5시 이후로도 가능한가요?","네, 예약 내역 확인됩니다. 오후 5시 30분 진료가 가능합니다."
그럼 5시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오늘 오후에 빈 시간 있으면 아무 때나 괜찮은데, 있나요?","네, 예약 내역은 확인됩니다. 오후 2시, 3시, 4시, 5시 진료가 가능합니다."
3시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가서요. 혹시 오늘 오후에 딱 한 시간만 가능하다고 하면 몇 시인가요?,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인됩니다. 오늘 오후에는 4시 진료가 유일하게 가능합니다."
그럼 4시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 진료 볼 시간이 있긴 할까요?,"네, 예약 내역은 확인됩니다. 오후 3시, 3시 30분, 4시 진료가 가능합니다."
3시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동입니다. 오늘 오전 11시 예약이었어요. 오후 1시쯤에 가도 되나요?,"네, 예약 내역 확인됩니다. 죄송하지만 1시 30분부터 진료가 시작됩니다. 오후 1시 30분, 2시, 3시 30분 진료가 가능합니다."
1시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요. 오늘 오전 11시 예약인데, 오후 4시에서 5시 사이에 가능한가요?","네, 예약 내역 확인됩니다. 오후 4시 30분 진료가 가능합니다."
그럼 4시 30분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후에 늦게라도 진료를 받을 수 있을까요?,"네, 예약 내역은 확인됩니다. 오후 5시 진료가 가능합니다."
5시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 가장 빠른 시간으로 부탁드릴게요.,"네, 예약 내역 확인됩니다. 오후 1시 30분 진료가 가능합니다."
1시 30분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후에 갈 수 있는 시간이 3시 반밖에 없는데, 그때 가능할까요?","네, 예약 내역 확인됩니다. 오후 3시 30분 진료 가능합니다."
"네, 그럼 3시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요? 제가 오늘 진료를 못 가서요. 오후 2시 반이나 3시 반 둘 중에 하나만 있으면 되는데, 있나요?","네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인됩니다. 오후 2시 30분, 3시 30분 모두 가능합니다."
그럼 2시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 진료 볼 시간이 있긴 할까요?,"네, 예약 내역은 확인됩니다. 오후 1시 30분, 2시, 2시 30분 진료가 가능합니다."
2시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후 4시 반으로 바꾸고 싶어요.,"네, 예약 내역 확인됩니다. 오후 4시 30분 진료 가능합니다."
그럼 4시 30분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후 1시에서 3시 사이에 빈 시간 있나요?,"네, 예약 내역은 확인됩니다. 오후 1시 30분, 2시, 2시 30분 진료가 가능합니다."
2시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가서요. 오후에 늦게라도 진료를 볼 수 있을까요?,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인됩니다. 오후 5시, 5시 30분 진료가 가능합니다."
5시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후 3시쯤으로 바꾸고 싶어요.,"네, 예약 내역 확인됩니다. 오후 3시, 3시 30분 진료가 가능합니다."
3시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요, 경희내과죠? 오늘 진료 시간 좀 변경하고 싶어서요. 오후 3시에 혹시 가능한가요?","네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인되었습니다. 죄송하지만 3시는 이미 예약이 꽉 찼습니다. 혹시 2시 30분이나 3시 50분은 어떠실까요?"
으음... 꼭 3시에 가고 싶었는데... 그럼... 3시 50분으로 바꿔주세요.,"네, 그렇게 처리해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가서요. 오후 1시쯤에 가면 될까요?,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역은 확인됩니다. 죄송하지만 저희 병원은 오후 1시부터 2시까지 점심 시간입니다. 2시 30분이나 3시 50분 진료는 가능합니다."
